tweet_id,retweet,text,source,screen_name,name,location,description,followers,following,created_at,created_at_seconds,hashtag1,hashtag2,url1,url2,mention1,mention2,lat,lon
250832014893260801,235588134866391040,"RT @ManoloCardona11: ""@valeriasantosb: El cartel de los sapos la pelicula. Pronto en cines. http://t.co/ko3wzRxs"" El 28 de septiembre en ...",web,jorgiux87,jorge ernesto ,san francisco de campeche,me gusta el REGGAETON (#delagheto #jowellYrandy #wisinYyandel #arcangel #donOmar #daddyyankee #babyrastaYgringo y etc) y soy #AMERICANISTA @cf_america,355,1756,Wed Feb 24 09:26:13 +0000 2010,1348652387.0,,,http://t.co/ko3wzRxs,,ManoloCardona11,valeriasantosb,,
250832021876781056,250828308521046016,@juannn93 a player on USA from Kearny made a Colombian player score an own goal &amp; he got killed for it bc the cartel where placin bets,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yerrluc,Luciano Sanchez,Jersey;,,239,410,Fri Oct 30 21:57:23 +0000 2009,1348652388.0,,,,,juannn93,,,
250832070409076737,250830319303938048,RT @Yosoy_132Cancun: Nuestros compañeros de Veracruz nos envían este Cartel.... COMPARTE SI ERES ESTUDIANTE Y ETIQUETA A TUS COMPAÑEROS  ...,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KhabirBoy,Khabir Boy,Mexico,"Lic. Negocios Internacionales... Chavo de lo mas normal, divertido aprendiendo todo y de todos. ",677,2002,Fri Nov 20 04:29:44 +0000 2009,1348652400.0,,,,,Yosoy_132Cancun,,,
250832105968390144,250810292576083969,"RT @AlvaroUribeVel: Por qué el Pte de Col busca alianza con mayor cartel de drogas?""Pido a las Farc que sean aliadas en la lucha contra  ...","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",makudo10,Oscar Pedroza,Bogota,,33,104,Sat Aug 15 17:46:50 +0000 2009,1348652408.0,,,,,AlvaroUribeVel,,,
250832222444220418,,#UnaNocheDeLadilla Un cannabis sativa de cartel d Santa.,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",J17Merry,Marielys Ara,,#Skrillex. lml ,7,34,Wed Jul 18 01:06:49 +0000 2012,1348652436.0,UnaNocheDeLadilla,,,,,,,
250832254220267520,250808011138924545,RT @DNripcord: Checa @DanielleMarbec  ;) http://t.co/ewcM1O3S,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DanielleMarbec,Danielle ,New New York ,Music art music art music art music art music art!!,80,81,Sun Jul 24 22:59:45 +0000 2011,1348652444.0,,,http://t.co/ewcM1O3S,,DNripcord,DanielleMarbec,,
250832316014931968,,@ManoloCardona11 Por favor traerte la película de el cartel de los sapos a México 🙏 por favor http://t.co/AnbpYUIY,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",trebolandia,Uriel Guzmán,mty,Clover .... La suerte soy yo!camarografo de  Tv Azteca noreste ,203,298,Thu Nov 19 06:09:31 +0000 2009,1348652459.0,,,,,ManoloCardona11,,,
250832389859848192,,"Comunicado de ciudadanos de Nuevo Laredo para Los Zetas, Caballeros Templarios y el Cartel del Golfo http://t.co/ujO2rRVs","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",DJDeleuze,miguel romera,españa,"Buscando (aún) a Lupita, estoy redactando una tesis de Filosofía pura y el año que viene ya se verá, como el Atlético de Madrid. Nos vemos en una juerga. Orale",566,1975,Wed Feb 17 20:00:41 +0000 2010,1348652476.0,,,http://t.co/ujO2rRVs,,,,,
250832399112491008,250831927324602368,RT @Eldudusin: gracias por el cartel @Kar012 @Brandymtz @bufa_fut @r93_esteban @crazy_green94 @luiis_eb @yessica_lpz @ClauSalas5 @BenjaP ...,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",yessica_lpz,Yess Lpz♡‎∞,mexico,,114,142,Fri Jun 10 22:38:35 +0000 2011,1348652478.0,,,,,Eldudusin,Kar012,,
250832407039729664,247394412051714049,RT @GRayoVictor: Me manda un amigo este cartel visto en un establecimiento en Soria. http://t.co/9JCOFEvX,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",Naxo767,Nacho Arregui,madrid,Central/mediocentro del San Agustín. Solo se vive una vez.                 ,211,384,Wed Sep 08 11:09:49 +0000 2010,1348652480.0,,,,,GRayoVictor,,,
250832685252108288,,Hoy en el #eshow el #clinicseo con un cartel de superlujo #imperdible,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",seoito,Antonio Gonzalez,"Barcelona, Spain",CEO en Marco Estil -  En Internet desde que salio - Experto en marketing on-line - Profesor en el Master de SEO de la Kschool,1657,970,Tue Aug 31 08:10:05 +0000 2010,1348652547.0,eshow,clinicseo,,,,,,
250832685264674816,,"traigo un cartel de ""cupido"" pegado en la frente","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",DanRojanoH,Daniela Rojano H,"Puebla, Mexico","Estudio medicina, me encantan los deportes y estoy loca ;)... pumas/steelers fan... jugadora @SocialSoccerClu",254,221,Fri Jun 25 03:17:19 +0000 2010,1348652547.0,,,,,,,,
250832695469424640,250778723501101056,RT @SofiaVergara: La pelicula de @andreslopezl  el cartel de los sapos. Nominada por colombia a los Oscars yeiiiiiii!! No se la pierdan!!!!!,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MariaCaroMunoz, Carolina Muñoz A,"ÜT: -2.165777,-79.912323","Colombiana de nacimiento, Guayaquileña de corazon! Marketera y publicista. Amo a los animales. Me encanta la playa. Me fascina la moda. Adoro viajar.",187,591,Fri Apr 24 20:07:09 +0000 2009,1348652549.0,,,,,SofiaVergara,andreslopezl,,
250832774087446528,,Y POR FIN VI UN CARTEL ANUNCIANDO ESTA PELICULA!!!: http://t.co/ehuBSmED,web,Youngclau,Claudio C S,"Lima, Perú","Estudiante de Periodismo Deportivo en ISIL. Fútbol, tenis, anime y música instrumental. Viajar por el mundo es mi deseo",205,729,Sat Mar 19 21:29:20 +0000 2011,1348652568.0,,,http://t.co/ehuBSmED,,,,,
250832793184108545,,#cartel para normal yo la otra ves cuando me acostava a dormir cuando serava los hojos sentia un peso (live at http://t.co/GdbwUKBa),"<a href=""http://www.ustream.tv"" rel=""nofollow"">Ustream.TV</a>",richardandresq,richard andres ,colombia,,3,46,Fri Jan 21 01:17:48 +0000 2011,1348652572.0,cartel,,http://t.co/GdbwUKBa,,,,,
250832816454119424,250828616705912832,RT @imaginaBTR15: ODIO A LOS DE SEGUIDAD NO ME DEJARON ENTRAR CON MI CARTEL Y LO TIRE KAKSK TANTO QUE ME LLEVE HACIÉNDOLO :(,web,JazzWatson,LIMIT MIERDA †,Tomando la mano de Kendall..♥,"16. Caminé en la playa con James, Conté las Estrellas con Kendall, Bailé Lento con Logan y Tomé Fotos con Carlos♥/ Kathy Schmidt me deseó un feliz cumpleaños(':",962,1504,Tue Mar 30 18:07:35 +0000 2010,1348652578.0,,,,,imaginaBTR15,,,
250832862939602944,,MATARON A SAMUEL DEL CARTEL DE LOS SAPOS :( (@TAMARIINDOO live on http://t.co/zqGfqbsI),"<a href=""http://twitcam.livestream.com"" rel=""nofollow"">Livestream Twitcam</a>",deliajimenez6,Yeya Jimenez ✌,,233FE468 / nadie es monedita de oro ah y amo a @BetoSierra_ ❤,273,359,Sun Nov 06 02:10:54 +0000 2011,1348652589.0,,,http://t.co/zqGfqbsI,,TAMARIINDOO,,,
250832893092458496,,Golpe de Efecto llega con su nuevo cartel en castellano http://t.co/POKi5ktH,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",INTEGRA_ESPECTA,INTEGRA ESPECTACULOS,México,Lo Mejor En Espectaculos,2681,2967,Fri Mar 11 22:43:38 +0000 2011,1348652596.0,,,http://t.co/POKi5ktH,,,,,
250832923660537856,,"¿Cuántos de los grupos que integran el cartel del ""Maquinaria Fest"" están en su segundo o tercer aire? Creo que eso lo dice todo.","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",DJConchayToro,alexcastro,DF,Atención a Clientes en @lapoplife ,252,273,Fri Feb 03 21:30:39 +0000 2012,1348652603.0,,,,,,,,
250832990312210433,250832582986567680,@JuanBretes no vi ese tweet jajajaja en la del cartel de los sapos jajjaa y no no me caíste mal!! No seas huecoso jaja,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Outside502,OutSide 502,Guatemala City,Mostramos la cara bonita de Guatemala al Mundo / fotografia- graphic desing- web design- social media management,3251,2874,Wed Mar 23 18:49:37 +0000 2011,1348652619.0,,,,,JuanBretes,,,
250833050282385408,,(Esperando el cartel... ) (Esperando el cartel... )  (Esperando el cartel... ),web,ietheline,Etheline Valencia,El Salvador,¿Como vas a saber lo que es tocar el cielo si jamás hiciste un grand jete? ,185,336,Fri Apr 15 23:53:00 +0000 2011,1348652634.0,,,,,,,,
250833054128541696,,"El primer cartel de lo que será: Los pitufos 2’ (‘The Smurfs 2’), que se estrena el 31 de julio, en 2D y 3D http://t.co/QFlbo5Eu",web,Blueboy10,Blue,Ciudad de la eterna primavera,"De las cosas que digo, las más bellas, bonitas y sinceras son las que digo sin pensar.",5222,4970,Fri Jun 04 09:53:38 +0000 2010,1348652635.0,,,,,,,,
250833062882050049,250810292576083969,"RT @AlvaroUribeVel: Por qué el Pte de Col busca alianza con mayor cartel de drogas?""Pido a las Farc que sean aliadas en la lucha contra  ...","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",RafaelLacouture,Rafael Lacouture,,"Vallenato, Diomedista y Juniorista",118,364,Mon Aug 02 03:54:14 +0000 2010,1348652637.0,,,,,AlvaroUribeVel,,,
250833066988298240,250832412622344192,"@sunderwest Seeing as you've got my back, there's this drug cartel that owes me a VERY large sum of jelly beans...care to collect?",web,GrayGirvan,Gray Girvan,Hell,A man walks in to a bar. He then proceeds to have a fantastic night he will remember for the rest of his life. ,29,102,Tue Feb 07 05:34:45 +0000 2012,1348652638.0,,,,,sunderwest,,,
250833074424799232,,"Soy de esas personas que siempre se equivocan con el cartel de “tire” y “empuje” en las puertas.""","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sander_04_sk8,alexander moreno,,"15 años- nah poe :P
solo dame Follow y te doy Follow Back :p",274,301,Sun Oct 10 03:33:36 +0000 2010,1348652639.0,,,,,,,,
250833091902439424,,"llegar al aeropuerto y ver a mi mamá, mis herman@s y @AdrianaBaronio  con un cartel , fue inédito :)",web,Rnato18,Renato Ramirez,"Lima, perú","I study in @UdelPacifico. I practice Skate and Surf.I play battery and guitar. When words fail, music speaks.
http://www.facebook.com/Sebastian1811  ",50,28,Mon Feb 15 00:55:57 +0000 2010,1348652644.0,,,,,AdrianaBaronio,,,
250833094913949696,250810292576083969,"RT @AlvaroUribeVel: Por qué el Pte de Col busca alianza con mayor cartel de drogas?""Pido a las Farc que sean aliadas en la lucha contra  ...","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",dygschez,diego sanchez ofici,bogota- colombia ,#estudiante #contadorpublico adicto a twitter #rumbero. TL no apto para sensibles   bbpin 27BFEC45,350,992,Thu Jul 30 01:48:20 +0000 2009,1348652644.0,,,,,AlvaroUribeVel,,,
250833097434750976,,http://t.co/fn0YbWIY,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MBrookinsIII,Nicky-Marzette,"Atlanta,Ga.","I am CEO of NickyMarzette Entertainment/nickymarzett@gmail.com /facebook/nicky.marzette.7...Be true to thyself,cause God searches the deep!!!",146,850,Sun Aug 19 19:30:21 +0000 2012,1348652645.0,,,http://t.co/fn0YbWIY,,,,,
250833122881585152,250605126132305920,RT @Anita_1909: @florso @ranaaguilera @Aldolr @6Tafoya6 noo fecha y cartel los vi en el twitter de  @castabravamx  brava jeje,web,castabravamx,Casta Brava,Puebla,,1446,263,Sat Jan 22 18:21:22 +0000 2011,1348652651.0,,,,,Anita_1909,florso,,
250833278418952192,250830449260257282,"@josuefish No se ve muy bien el cartel, mejor enderezalo. Intentá agregarle un poco más, o qué se yo.",web,KirbyAteMyDog,Weva,El Repollo del pensamiento.,"Soy esa clase de Canguro que se rehusó a portar guantes de box y pelear. 
La vida en Amarillo.

http://ask.fm/KirbyAteMyDog",170,157,Sun Oct 04 17:39:49 +0000 2009,1348652688.0,,,,,josuefish,,,
250833313600794624,250810292576083969,"RT @AlvaroUribeVel: Por qué el Pte de Col busca alianza con mayor cartel de drogas?""Pido a las Farc que sean aliadas en la lucha contra  ...",web,Cbasduiza,Cbastian tibaduiza,"bucaramanga, colombia",,25,139,Sun Apr 17 00:06:29 +0000 2011,1348652696.0,,,,,AlvaroUribeVel,,,
250833362095321088,249685337750769664,RT @YosefMel: RT @LARAPOLITICA: Los Capos del Cartel de Medellin y el de Los NarcoSoles IMAGEN http://t.co/jlSiOPIi,web,capitanmalibu,capitanmalibu,,Unidos derrotaremos a Chavezelputrefacto,745,1586,Sun May 02 20:27:05 +0000 2010,1348652708.0,,,,,YosefMel,LARAPOLITICA,,
250833557767995393,,Esta buenisimo el cartel.,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",galaduarte_,Galish.,,Keep calm and follow me bitch. Yo solo quiero ser como Dobby un elfo libre.,610,407,Fri Sep 24 23:46:59 +0000 2010,1348652755.0,,,,,,,,
250833667805564928,,#SeriesQueNoMamanGallo El cartel de los sapos.,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",CesarGalindoRG,CeesarGaalindo♣,,Lo siento soy feliz sin ti... ,980,431,Sun Jun 19 05:24:28 +0000 2011,1348652781.0,SeriesQueNoMamanGallo,,,,,,,
250833721056448512,250778723501101056,RT @SofiaVergara: La pelicula de @andreslopezl  el cartel de los sapos. Nominada por colombia a los Oscars yeiiiiiii!! No se la pierdan!!!!!,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",woody_san,Jose Ulloa,Quito-Ecuador,Estudiante egresado Ingenieria Civil de la PUCE,68,150,Thu Jan 06 16:12:14 +0000 2011,1348652794.0,,,,,SofiaVergara,andreslopezl,,
250833744355815424,250802374271172608,"RT @EmanuelMorganti: Ver un cartel que diga ""Tire/Empuje"" y que se te ponga la mente en blanco","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",InmaPastorP,Inma Pastor,Badajoz,"16. Cada persona tiene asignado un destino, no todos deciden perseguirlo. Por suerte, yo si. ",215,150,Thu Sep 29 15:28:11 +0000 2011,1348652799.0,,,,,EmanuelMorganti,,,
250833760310919168,,Han puesto un cartel enorme de Lana del Rey al lado de mi casa. Ha sido verlo y acordarme de @itsMrsFillion,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",LifeisBeckett,I'm Jess Day.,Broadway.,"Vivo en el Olimpo con @emilydeschanel, @Stana_Katic y @msleamichele | Adicta a las series de TV | Shipper compulsiva | @NereaKatic is the Stana to my Beckett ♥",394,558,Thu Apr 12 16:33:21 +0000 2012,1348652803.0,,,,,itsMrsFillion,,,
250833827876966400,,"llegar al aeropuerto y ver a mi mamá, mis herman@s y @AdrianaBaronio con un cartel , fue inédito :)",web,Rnato18,Renato Ramirez,"Lima, perú","I study in @UdelPacifico. I practice Skate and Surf.I play battery and guitar. When words fail, music speaks.
http://www.facebook.com/Sebastian1811  ",50,28,Mon Feb 15 00:55:57 +0000 2010,1348652819.0,,,,,AdrianaBaronio,,,
250833829588258816,250818329441353728,"RT @1DHeechos: EXCLUSIVA: Louis sostenia hoy un cartel de ""abrazos gratis"" a las afueras del set donde están grabando vídeos para el Tour","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_soto_lesley,lesley soto,londres,"The best dream are, when I meet @onedirection. Make your dreams come true!3",60,251,Tue Dec 27 02:38:55 +0000 2011,1348652819.0,,,,,1DHeechos,,,
250833841772720129,,El cartel &lt;3,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_VictorMaldonad,VM.,"Culiacan,sinaloa",..,147,191,Sat Sep 03 04:46:56 +0000 2011,1348652822.0,,,,,,,,
250833975176744960,250772983373783040,RT @CartelRoasters: We now have #mokapot #stovetop available for #singleorigin at @cartelroasters invented by #  @ Coffee Cartel http:// ...,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",reedburg,William Reed,Queenscliff,,5,7,Fri Mar 27 13:52:18 +0000 2009,1348652854.0,mokapot,stovetop,,,CartelRoasters,CartelRoasters,,
250833988472680448,,que ya salga la del cartel en el cine para ver al guapote de @ManoloCardona11  bn grandoteee haha,web,sofia_sanchez,sofia sanchez,,"Estudio diseño gráfico, No tomo ni fumo, Deportista, Amo el chocolate❤",807,139,Wed Jan 13 05:35:22 +0000 2010,1348652857.0,,,,,ManoloCardona11,,,
250834036954628096,,the world would be a better place if everyone sang the Kooks and Cartel with me.,web,issa_e12,Issa Esmeirat,California,*insert overused song lyrics*,52,65,Sun Feb 21 21:02:01 +0000 2010,1348652869.0,,,,,,,,
250834038603001856,,@_RobertoCabrera quien va a hacer el cartel?,web,Toon_erickR,Erick Reyes,Guatemala,"Viviendo en un sueño dentro de otro mas grande, futuro estudiante de Medicina en la USAC :D",96,95,Thu May 20 04:17:55 +0000 2010,1348652869.0,,,,,_RobertoCabrera,,,
250834057905192960,250728543863070720,"RT @NiallSpanish: EXCLUSIVA: Louis sostenia hoy un cartel de ""abrazos gratis"" a las afueras del set donde están grabando vídeos para el  ...",web,GabyHoran16,LiveWhileWereYoung ♥,,"@ONEDIRECTION THE BEST ♥ @Louis_Tomlinson follow me ♥ @NiallOfficial @Harry_Styles @Real_Liam_Payne @zaynmalik FOLLOW ME! :D 
vivo en NARNIA !",741,1991,Tue Mar 15 18:53:50 +0000 2011,1348652874.0,,,,,NiallSpanish,,,
250834104055123968,,"Quien no busco la camarita de un local de comercio y sonrio cuando vio el cartel ''Sonria, los estamos filmando''","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",SebasMonsalva,Sebastian  Monsalva,Argentina - San Luis,"Sebastian Monsalva. 21 años. 
• ABOGADO EN POTENCIA. • Hincha de #RiverPlate ♥ • Fundamentalista • Iusnaturalista • Contemporaneo // Pin BBM: 2313F6BE",483,635,Wed Nov 11 17:40:12 +0000 2009,1348652885.0,,,,,,,,
250834120194789376,250810292576083969,"RT @AlvaroUribeVel: Por qué el Pte de Col busca alianza con mayor cartel de drogas?""Pido a las Farc que sean aliadas en la lucha contra  ...",web,ofervi,ORLANDO FERNANDEZ,medellin - colombia,"PINTOR -CRITICO DE ARTE - Y SEGUIDOR DE LAS TESIS URIBISTAS POR UNA COLOMBIA CON SEGURIDAD DEMOCRATICA, LIBERTAD Y ORDEN JURIDICO.",42,120,Thu Jul 08 00:18:21 +0000 2010,1348652889.0,,,,,AlvaroUribeVel,,,
250834232589557761,250832923660537856,"RT @DJConchayToro: ¿Cuántos de los grupos que integran el cartel del ""Maquinaria Fest"" están en su segundo o tercer aire? Creo que eso l ...",web,KharSuicide,"• Karla, con K •","D.F., México.",Tuve que elegir entre la arrogancia honesta y la humildad hipócrita. Elegí lo primero y no he visto razón para cambiar.,392,291,Sat Aug 15 17:55:33 +0000 2009,1348652915.0,,,,,DJConchayToro,,,
250834240386777088,250818329441353728,"RT @1DHeechos: EXCLUSIVA: Louis sostenia hoy un cartel de ""abrazos gratis"" a las afueras del set donde están grabando vídeos para el Tour","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",danielaivonn,Daniela Styles,,@NiallOfficial ♥ @Harry_Styles ♥  @Real_Liam_Payne ♥ @zaynmalik ♥  @Louis_Tomlinson ♥ Amo a estos chicos ♥ :)xx ,112,194,Sat Oct 01 03:34:19 +0000 2011,1348652917.0,,,,,1DHeechos,,,
